,Mean_monthly_inflation,Std_monthly_inflation,Min_monthly_inflation,Max_monthly_inflation
Brazil,4.065502024874855,10.273524077815077,-0.6800034077619643,82.38998605352961
Mexico,0.7139314079853782,0.8534574803711209,-1.0136842696418902,7.968306112661883
Colombia,0.7764178797536141,0.8252624797852277,-0.37622315234000503,4.028741698326721
Chile,0.45946332094564896,0.6139519508690167,-1.3021485011470046,4.892345376711527
